id,cod_pcia,nom_pcia,cod_depto,nom_depto,cod_ase,nombre,tipo,cod_aglo,nom_aglo,cod_agl,nom_agl,lat_gd,long_gd,lat_gs,long_gs,fuente
2436,"06",Buenos Aires,"06763",San Nicolás,"06763060",Villa Esperanza,Localidad simple,"2072",Villa Esperanza,"060763",San Nicolás,"-33.421383","-60.260363","-33º25'17""","-60º15'37""",INDEC
2437,"06",Buenos Aires,"06763",San Nicolás,06763A00,Cuartel V,Paraje,,,"060763",San Nicolás,"-33.604422","-60.418084","-33º36'16""","-60º25' 5""",Mapa Educativo (GPS)
2438,"06",Buenos Aires,"06763",San Nicolás,06763A01,Ingeniero Urcelay,Paraje,,,"060763",San Nicolás,"-33.593759","-60.390006","-33º35'38""","-60º23'24""",INDEC. ACA
2439,"06",Buenos Aires,"06763",San Nicolás,06763A02,La Alicia,Paraje,,,"060763",San Nicolás,"-33.463488","-60.367259","-33º27'49""","-60º22' 2""",Mapa Educativo (GPS)
2440,"06",Buenos Aires,"06763",San Nicolás,06763A03,La Clemencia,Paraje,,,"060763",San Nicolás,"-33.484266","-60.184070","-33º29' 3""","-60º11' 3""",Mapa Educativo (GPS)
2441,"06",Buenos Aires,"06770",San Pedro,"06770010",Gobernador Castro,Localidad simple,"0752",Gobernador Castro,"060770",San Pedro,"-33.659014","-59.868478","-33º39'32""","-59º52' 7""",INDEC
2442,"06",Buenos Aires,"06770",San Pedro,"06770015",Ingeniero Moneta,Localidad simple,"5037",Ingeniero Moneta,"060770",San Pedro,"-33.930690","-59.749459","-33º55'50""","-59º44'58""",INDEC
2444,"06",Buenos Aires,"06770",San Pedro,"06770030",Pueblo Doyle,Localidad simple,"2008",Pueblo Doyle,"060770",San Pedro,"-33.901814","-59.819004","-33º54' 7""","-59º49' 8""",INDEC
2445,"06",Buenos Aires,"06770",San Pedro,"06770040",Río Tala,Localidad simple,"1141",Río Tala,"060770",San Pedro,"-33.769293","-59.639485","-33º46' 9""","-59º38'22""",INDEC
2446,"06",Buenos Aires,"06770",San Pedro,"06770050",San Pedro,Localidad simple,"0076",San Pedro,"060770",San Pedro,"-33.675948","-59.663016","-33º40'33""","-59º39'47""",INDEC
2447,"06",Buenos Aires,"06770",San Pedro,"06770060",Santa Lucía,Localidad simple,"0767",Santa Lucía,"060770",San Pedro,"-33.880944","-59.874202","-33º52'51""","-59º52'27""",INDEC
2448,"06",Buenos Aires,"06770",San Pedro,06770A00,Almacén de Basso,Paraje,,,"060770",San Pedro,"-33.636829","-59.785579","-33º38'13""","-59º47' 8""",Mapa Educativo (GPS)
2449,"06",Buenos Aires,"06770",San Pedro,06770A01,Bajo Tala,Paraje,,,"060770",San Pedro,"-33.742396","-59.614541","-33º44'33""","-59º36'52""",Mapa Educativo (GPS)
2450,"06",Buenos Aires,"06770",San Pedro,06770A02,Beladrich,Paraje,,,"060770",San Pedro,"-33.968390","-59.842715","-33º58' 6""","-59º50'34""",INDEC. ACA
2451,"06",Buenos Aires,"06770",San Pedro,06770A03,Colegiales,Paraje,,,"060770",San Pedro,"-33.796929","-59.857973","-33º47'49""","-59º51'29""",Mapa Educativo (GPS)
2452,"06",Buenos Aires,"06770",San Pedro,06770A04,Colonia Vélaz,Paraje,,,"060770",San Pedro,"-33.809175","-60.028302","-33º48'33""","-60º 1'42""",INDEC. ACA
2453,"06",Buenos Aires,"06770",San Pedro,06770A05,El Centro,Paraje,,,"060770",San Pedro,"-33.752824","-59.720516","-33º45'10""","-59º43'14""",Mapa Educativo (GPS)
2454,"06",Buenos Aires,"06770",San Pedro,06770A06,El Descanso,Paraje,,,"060770",San Pedro,"-33.842363","-59.954128","-33º50'33""","-59º57'15""",Mapa Educativo (GPS)
2455,"06",Buenos Aires,"06770",San Pedro,06770A07,El Espinillo,Paraje,,,"060770",San Pedro,"-33.686499","-59.820135","-33º41'11""","-59º49'12""",Mapa Educativo (GPS)
2456,"06",Buenos Aires,"06770",San Pedro,06770A08,El Ideal,Paraje,,,"060770",San Pedro,"-33.701947","-59.860707","-33º42' 7""","-59º51'39""",Mapa Educativo (GPS)
2457,"06",Buenos Aires,"06770",San Pedro,06770A09,El Pardo,Paraje,,,"060770",San Pedro,"-33.720605","-59.643640","-33º43'14""","-59º38'37""",Mapa Educativo (GPS)
2458,"06",Buenos Aires,"06770",San Pedro,06770A10,La Bolsa,Paraje,,,"060770",San Pedro,"-33.778213","-59.992168","-33º46'42""","-59º59'32""",Mapa Educativo (GPS)
2459,"06",Buenos Aires,"06770",San Pedro,06770A11,La Buena Moza,Paraje,,,"060770",San Pedro,"-33.738697","-59.763356","-33º44'19""","-59º45'48""",Mapa Educativo (GPS)
2460,"06",Buenos Aires,"06770",San Pedro,06770A12,La Celina,Paraje,,,"060770",San Pedro,"-33.800378","-59.658590","-33º48' 1""","-59º39'31""",Mapa Educativo (GPS)
2461,"06",Buenos Aires,"06770",San Pedro,06770A13,La Estrella,Paraje,,,"060770",San Pedro,"-33.886327","-59.683852","-33º53'11""","-59º41' 2""",Mapa Educativo (GPS)
2462,"06",Buenos Aires,"06770",San Pedro,06770A14,La Matilde,Paraje,,,"060770",San Pedro,"-33.741830","-59.862941","-33º44'31""","-59º51'47""",Mapa Educativo (GPS)
2463,"06",Buenos Aires,"06770",San Pedro,06770A15,La Tosquera,Paraje,,,"060770",San Pedro,"-33.713720","-59.628564","-33º42'49""","-59º37'43""",Mapa Educativo (GPS)
2464,"06",Buenos Aires,"06770",San Pedro,06770A16,Las Flores,Paraje,,,"060770",San Pedro,"-33.746878","-59.913756","-33º44'49""","-59º54'50""",INDEC. ACA
2466,"06",Buenos Aires,"06770",San Pedro,06770A18,Tablas,Paraje,,,"060770",San Pedro,"-33.713732","-59.809255","-33º42'49""","-59º48'33""",Mapa Educativo (GPS)
2467,"06",Buenos Aires,"06770",San Pedro,06770A19,Villa Jardín,Paraje,,,"060770",San Pedro,"-33.697343","-59.743441","-33º41'50""","-59º44'36""",Mapa Educativo (GPS)
2468,"06",Buenos Aires,"06770",San Pedro,06770A20,Villa Leandra,Paraje,,,"060770",San Pedro,"-33.646315","-59.881336","-33º38'47""","-59º52'53""",Mapa Educativo (GPS)
2469,"06",Buenos Aires,"06770",San Pedro,06770A21,Villa Sarita,Paraje,,,"060770",San Pedro,"-33.800601","-59.733712","-33º48' 2""","-59º44' 1""",Mapa Educativo (GPS)
2470,"06",Buenos Aires,"06778",San Vicente,"06778020",San Vicente,Componente de localidad compuesta,"0001",Gran Buenos Aires,"060778",San Vicente,"-35.024909","-58.424058","-35º 1'30""","-58º25'27""",INDEC
2471,"06",Buenos Aires,"06778",San Vicente,06778A00,Campo Arechaval,Paraje,,,"060778",San Vicente,"-35.183408","-58.452025","-35º11' 0""","-58º27' 7""",Mapa Educativo (GPS)
2472,"06",Buenos Aires,"06778",San Vicente,06778A01,El Ombú,Paraje,,,"060778",San Vicente,"-35.112303","-58.350621","-35º 6'44""","-58º21' 2""",Mapa Educativo (GPS)
2473,"06",Buenos Aires,"06778",San Vicente,06778A02,Puente 11 Bocas,Paraje,,,"060778",San Vicente,"-35.130551","-58.385087","-35º 7'50""","-58º23' 6""",INDEC. ACA
2474,"06",Buenos Aires,"06778",San Vicente,06778A03,Santa Rosa,Paraje,,,"060778",San Vicente,"-35.090293","-58.458817","-35º 5'25""","-58º27'32""",Mapa Educativo (GPS)
2475,"06",Buenos Aires,"06784",Suipacha,"06784010",General Rivas,Localidad simple,"2024",General Rivas,"060784",Suipacha,"-34.608435","-59.750166","-34º36'30""","-59º45' 1""",INDEC
2476,"06",Buenos Aires,"06784",Suipacha,"06784020",Suipacha,Localidad simple,"0373",Suipacha,"060784",Suipacha,"-34.768815","-59.686829","-34º46' 8""","-59º41'13""",INDEC
2477,"06",Buenos Aires,"06784",Suipacha,06784A00,Cuartel IV,Paraje,,,"060784",Suipacha,"-34.722734","-59.751139","-34º43'22""","-59º45' 4""",Mapa Educativo (GPS)
2478,"06",Buenos Aires,"06784",Suipacha,06784A01,Cuartel VIII,Paraje,,,"060784",Suipacha,"-34.783473","-59.556156","-34º47' 1""","-59º33'22""",Mapa Educativo (GPS)
2479,"06",Buenos Aires,"06784",Suipacha,06784A02,Cuartel IX,Paraje,,,"060784",Suipacha,"-34.844246","-59.595434","-34º50'39""","-59º35'44""",Mapa Educativo (GPS)
2480,"06",Buenos Aires,"06784",Suipacha,06784A03,La Dulce,Paraje,,,"060784",Suipacha,"-34.896654","-59.617433","-34º53'48""","-59º37' 3""",Mapa Educativo (GPS)
2481,"06",Buenos Aires,"06784",Suipacha,06784A04,La Negra,Paraje,,,"060784",Suipacha,"-34.653772","-59.828407","-34º39'14""","-59º49'42""",Mapa Educativo (GPS)
2482,"06",Buenos Aires,"06784",Suipacha,06784A05,Los Cardales,Paraje,,,"060784",Suipacha,"-34.852880","-59.726941","-34º51'10""","-59º43'37""",Mapa Educativo (GPS)
2483,"06",Buenos Aires,"06784",Suipacha,06784A06,Román Báez,Paraje,,,"060784",Suipacha,"-34.738050","-59.838966","-34º44'17""","-59º50'20""",INDEC. ACA
2484,"06",Buenos Aires,"06791",Tandil,"06791010",De la Canal,Localidad simple,"5094",De la Canal,"060791",Tandil,"-37.127287","-59.105381","-37º 7'38""","-59º 6'19""",INDEC
2485,"06",Buenos Aires,"06791",Tandil,"06791030",Gardey,Localidad simple,"2002",Gardey,"060791",Tandil,"-37.279725","-59.362869","-37º16'47""","-59º21'46""",INDEC
2486,"06",Buenos Aires,"06791",Tandil,"06791040",María Ignacia,Localidad simple,"0813",María Ignacia (Est. Vela),"060791",Tandil,"-37.401384","-59.505929","-37º24' 5""","-59º30'21""",INDEC
2487,"06",Buenos Aires,"06791",Tandil,"06791050",Tandil,Localidad simple,"0028",Tandil,"060791",Tandil,"-37.328695","-59.136898","-37º19'43""","-59º 8'13""",INDEC
2488,"06",Buenos Aires,"06791",Tandil,06791A00,Azucena,Paraje,,,"060791",Tandil,"-37.485589","-59.292133","-37º29' 8""","-59º17'32""",Mapa Educativo (GPS)
2489,"06",Buenos Aires,"06791",Tandil,06791A01,Cerro Chato,Paraje,,,"060791",Tandil,"-37.271887","-59.226952","-37º16'19""","-59º13'37""",INDEC. ACA
2490,"06",Buenos Aires,"06791",Tandil,06791A02,Desvío Aguirre,Paraje,,,"060791",Tandil,"-37.345640","-59.000625","-37º20'44""","-59º 0' 2""",INDEC. ACA
2491,"06",Buenos Aires,"06791",Tandil,06791A03,El Destino,Paraje,,,"060791",Tandil,"-36.909204","-59.345996","-36º54'33""","-59º20'46""",Mapa Educativo (GPS)
2492,"06",Buenos Aires,"06791",Tandil,06791A04,El Empalme,Paraje,,,"060791",Tandil,"-37.547657","-59.188605","-37º32'52""","-59º11'19""",INDEC. ACA
2493,"06",Buenos Aires,"06791",Tandil,06791A05,El Remanso,Paraje,,,"060791",Tandil,"-36.990632","-59.305087","-36º59'26""","-59º18'18""",Mapa Educativo (GPS)
2494,"06",Buenos Aires,"06791",Tandil,06791A06,El Solcito,Paraje,,,"060791",Tandil,"-37.297470","-58.964520","-37º17'51""","-58º57'52""",Mapa Educativo (GPS)
2495,"06",Buenos Aires,"06791",Tandil,06791A07,Fulton,Paraje,,,"060791",Tandil,"-37.416641","-58.810254","-37º24'60""","-58º48'37""",Mapa Educativo (GPS)
2496,"06",Buenos Aires,"06791",Tandil,06791A08,Iraola,Paraje,,,"060791",Tandil,"-37.252324","-58.916372","-37º15' 8""","-58º54'59""",Mapa Educativo (GPS)
2497,"06",Buenos Aires,"06791",Tandil,06791A09,La Numancia,Paraje,,,"060791",Tandil,"-37.723862","-59.099786","-37º43'26""","-59º 5'59""",Mapa Educativo (GPS)
2498,"06",Buenos Aires,"06791",Tandil,06791A10,La Pastora,Paraje,,,"060791",Tandil,"-37.147681","-59.380897","-37º 8'52""","-59º22'51""",Mapa Educativo (GPS)
2499,"06",Buenos Aires,"06791",Tandil,06791A11,La Pesquería,Paraje,,,"060791",Tandil,"-37.552393","-58.972731","-37º33' 9""","-58º58'22""",Mapa Educativo (GPS)
2500,"06",Buenos Aires,"06791",Tandil,06791A12,Los Huesos,Paraje,,,"060791",Tandil,"-37.061519","-59.493239","-37º 3'41""","-59º29'36""",Mapa Educativo (GPS)
2501,"06",Buenos Aires,"06791",Tandil,06791A13,Los Mimbres,Paraje,,,"060791",Tandil,"-37.401404","-59.123048","-37º24' 5""","-59º 7'23""",Mapa Educativo (GPS)
2502,"06",Buenos Aires,"06791",Tandil,06791A14,San Antonio,Paraje,,,"060791",Tandil,"-37.100182","-59.318837","-37º 6' 1""","-59º19' 8""",Mapa Educativo (GPS)
2503,"06",Buenos Aires,"06791",Tandil,06791A15,Santa Ana,Paraje,,,"060791",Tandil,"-37.180691","-59.040864","-37º10'50""","-59º 2'27""",Mapa Educativo (GPS)
2504,"06",Buenos Aires,"06791",Tandil,06791A16,Santa Teresa,Paraje,,,"060791",Tandil,"-37.158829","-59.185884","-37º 9'32""","-59º11' 9""",Mapa Educativo (GPS)
2505,"06",Buenos Aires,"06791",Tandil,06791A17,Tres Mojones,Paraje,,,"060791",Tandil,"-37.496490","-58.875090","-37º29'47""","-58º52'30""",INDEC. ACA
2506,"06",Buenos Aires,"06798",Tapalqué,"06798010",Crotto,Localidad simple,"2114",Crotto,"060798",Tapalqué,"-36.576363","-60.172201","-36º34'35""","-60º10'20""",INDEC
2507,"06",Buenos Aires,"06798",Tapalqué,"06798020",Tapalqué,Localidad simple,"0415",Tapalqué,"060798",Tapalqué,"-36.356236","-60.025112","-36º21'22""","-60º 1'30""",INDEC
2508,"06",Buenos Aires,"06798",Tapalqué,"06798030",Velloso,Localidad simple,"2132",Velloso,"060798",Tapalqué,"-36.120570","-59.651869","-36º 7'14""","-59º39' 7""",INDEC
2510,"06",Buenos Aires,"06798",Tapalqué,06798A01,Campodónico,Paraje,,,"060798",Tapalqué,"-36.344065","-59.797194","-36º20'39""","-59º47'50""",Mapa Educativo (GPS)
2511,"06",Buenos Aires,"06798",Tapalqué,06798A02,Covello,Paraje,,,"060798",Tapalqué,"-36.223254","-59.727789","-36º13'24""","-59º43'40""",Mapa Educativo (GPS)
2512,"06",Buenos Aires,"06798",Tapalqué,06798A03,El Castellano,Paraje,,,"060798",Tapalqué,"-36.212378","-59.531573","-36º12'45""","-59º31'54""",Mapa Educativo (GPS)
2513,"06",Buenos Aires,"06798",Tapalqué,06798A04,El Combate,Paraje,,,"060798",Tapalqué,"-36.547151","-60.292597","-36º32'50""","-60º17'33""",Mapa Educativo (GPS)
2514,"06",Buenos Aires,"06798",Tapalqué,06798A05,El Mirador,Paraje,,,"060798",Tapalqué,"-36.143654","-59.794909","-36º 8'37""","-59º47'42""",Mapa Educativo (GPS)
2515,"06",Buenos Aires,"06798",Tapalqué,06798A06,El Retiro,Paraje,,,"060798",Tapalqué,"-36.150791","-59.559119","-36º 9' 3""","-59º33'33""",Mapa Educativo (GPS)
2516,"06",Buenos Aires,"06798",Tapalqué,06798A07,El Sauce,Paraje,,,"060798",Tapalqué,"-36.377870","-59.915320","-36º22'40""","-59º54'55""",IGN. SIG 250
2517,"06",Buenos Aires,"06798",Tapalqué,06798A08,El Tuyutí,Paraje,,,"060798",Tapalqué,"-36.086425","-59.481476","-36º 5'11""","-59º28'53""",Mapa Educativo (GPS)
2518,"06",Buenos Aires,"06798",Tapalqué,06798A09,Eufemio Uballes,Paraje,,,"060798",Tapalqué,"-36.643153","-60.054170","-36º38'35""","-60º 3'15""",INDEC. ACA
2519,"06",Buenos Aires,"06798",Tapalqué,06798A10,La Paloma,Paraje,,,"060798",Tapalqué,"-36.337543","-60.839773","-36º20'15""","-60º50'23""",Mapa Educativo (GPS)
2520,"06",Buenos Aires,"06798",Tapalqué,06798A11,La Protegida,Paraje,,,"060798",Tapalqué,"-36.275125","-60.726936","-36º16'30""","-60º43'37""",Mapa Educativo (GPS)
2521,"06",Buenos Aires,"06798",Tapalqué,06798A12,Los Jacintos,Paraje,,,"060798",Tapalqué,"-36.472457","-60.250010","-36º28'21""","-60º15' 0""",Mapa Educativo (GPS)
2522,"06",Buenos Aires,"06798",Tapalqué,06798A13,Sabbi,Paraje,,,"060798",Tapalqué,"-36.367788","-59.982434","-36º22' 4""","-59º58'57""",Mapa Educativo (GPS)
2523,"06",Buenos Aires,"06798",Tapalqué,06798A14,San Bernardo,Paraje,,,"060798",Tapalqué,"-36.308758","-60.447584","-36º18'32""","-60º26'51""",Mapa Educativo (GPS)
2524,"06",Buenos Aires,"06798",Tapalqué,06798A15,Santa Marta,Paraje,,,"060798",Tapalqué,"-36.376989","-60.536899","-36º22'37""","-60º32'13""",Mapa Educativo (GPS)
2525,"06",Buenos Aires,"06798",Tapalqué,06798A16,Santa Rosa,Paraje,,,"060798",Tapalqué,"-36.304537","-59.636172","-36º18'16""","-59º38'10""",Mapa Educativo (GPS)
2526,"06",Buenos Aires,"06798",Tapalqué,06798A17,Yerbas,Paraje,,,"060798",Tapalqué,"-36.183209","-60.063285","-36º10'60""","-60º 3'48""",INDEC. ACA
2527,"06",Buenos Aires,"06805",Tigre,"06805010",Tigre,Componente de localidad compuesta,"0001",Gran Buenos Aires,"060805",Tigre,"-34.422649","-58.580875","-34º25'22""","-58º34'51""",INDEC
2528,"06",Buenos Aires,"06812",Tordillo,"06812010",General Conesa,Localidad simple,"1313",General Conesa,"060812",Tordillo,"-36.520861","-57.324939","-36º31'15""","-57º19'30""",INDEC
2529,"06",Buenos Aires,"06812",Tordillo,06812A00,El Centinela,Paraje,,,"060812",Tordillo,"-36.471727","-57.194631","-36º28'18""","-57º11'41""",Mapa Educativo (GPS)
2530,"06",Buenos Aires,"06812",Tordillo,06812A01,El Monte,Paraje,,,"060812",Tordillo,"-36.471017","-57.420444","-36º28'16""","-57º25'14""",Mapa Educativo (GPS)
2531,"06",Buenos Aires,"06812",Tordillo,06812A02,Esquina de Crotto,Paraje,,,"060812",Tordillo,"-36.299791","-57.380766","-36º17'59""","-57º22'51""",Mapa Educativo (GPS)
2532,"06",Buenos Aires,"06812",Tordillo,06812A03,La Huella,Paraje,,,"060812",Tordillo,"-36.419441","-57.351358","-36º25'10""","-57º21' 5""",INDEC. ACA
2533,"06",Buenos Aires,"06812",Tordillo,06812A04,Las Víboras,Paraje,,,"060812",Tordillo,"-36.196110","-57.406741","-36º11'46""","-57º24'24""",Mapa Educativo (GPS)
2534,"06",Buenos Aires,"06812",Tordillo,06812A05,Villa Roch,Paraje,,,"060812",Tordillo,"-36.468985","-57.340954","-36º28' 8""","-57º20'27""",INDEC. ACA
2535,"06",Buenos Aires,"06819",Tornquist,"06819010",Chasicó,Localidad simple,"2100",Chasicó,"060819",Tornquist,"-38.337332","-62.644585","-38º20'14""","-62º38'41""",INDEC
2536,"06",Buenos Aires,"06819",Tornquist,"06819020",Saldungaray,Localidad simple,"1047",Saldungaray,"060819",Tornquist,"-38.205224","-61.769628","-38º12'19""","-61º46'11""",INDEC
2537,"06",Buenos Aires,"06819",Tornquist,"06819030",Sierra de la Ventana,Componente de localidad compuesta,"1074",Sierra de la Ventana - Villa Arcadia,"060819",Tornquist,"-38.131175","-61.800033","-38º 7'52""","-61º48' 0""",INDEC
2538,"06",Buenos Aires,"06819",Tornquist,"06819040",Tornquist,Localidad simple,"0382",Tornquist,"060819",Tornquist,"-38.101281","-62.222954","-38º 6' 5""","-62º13'23""",INDEC
2539,"06",Buenos Aires,"06819",Tornquist,"06819050",Tres Picos,Localidad simple,"2141",Tres Picos,"060819",Tornquist,"-38.289606","-62.208056","-38º17'23""","-62º12'29""",INDEC
2540,"06",Buenos Aires,"06819",Tornquist,"06819060",La Gruta,Localidad simple,"5064",La Gruta,"060819",Tornquist,"-38.059728","-62.077625","-38º 3'35""","-62º 4'39""",INDEC
2541,"06",Buenos Aires,"06819",Tornquist,"06819070",Villa Ventana,Localidad simple,"2142",Villa Ventana,"060819",Tornquist,"-38.081944","-61.929805","-38º 4'55""","-61º55'47""",INDEC
2542,"06",Buenos Aires,"06819",Tornquist,06819A00,Berraondo,Paraje,,,"060819",Tornquist,"-38.415239","-62.818996","-38º24'55""","-62º49' 8""",INDEC. ACA
2543,"06",Buenos Aires,"06819",Tornquist,06819A01,Cerros Colorados,Paraje,,,"060819",Tornquist,"-38.073528","-62.469496","-38º 4'25""","-62º28'10""",INDEC. ACA
2544,"06",Buenos Aires,"06819",Tornquist,06819A02,Choique,Paraje,,,"060819",Tornquist,"-38.469680","-62.695821","-38º28'11""","-62º41'45""",Mapa Educativo (GPS)
2545,"06",Buenos Aires,"06819",Tornquist,06819A03,Colonia Sombra del Toro,Paraje,,,"060819",Tornquist,"-38.237386","-62.119985","-38º14'15""","-62º 7'12""",INDEC. ACA
2546,"06",Buenos Aires,"06819",Tornquist,06819A04,Dique Paso de las Piedras,Paraje,,,"060819",Tornquist,"-38.420723","-61.766403","-38º25'15""","-61º45'59""",Mapa Educativo (GPS)
2547,"06",Buenos Aires,"06819",Tornquist,06819A05,El Pilar,Paraje,,,"060819",Tornquist,"-38.018483","-62.745885","-38º 1' 7""","-62º44'45""",Mapa Educativo (GPS)
2548,"06",Buenos Aires,"06819",Tornquist,06819A06,Estomba,Paraje,,,"060819",Tornquist,"-38.349395","-61.803151","-38º20'58""","-61º48'11""",IGN. SIG 250
2549,"06",Buenos Aires,"06819",Tornquist,06819A07,Fortín Chaco,Paraje,,,"060819",Tornquist,"-37.941994","-62.094122","-37º56'31""","-62º 5'39""",Mapa Educativo (GPS)
2550,"06",Buenos Aires,"06819",Tornquist,06819A08,García del Río,Paraje,,,"060819",Tornquist,"-38.363422","-62.205665","-38º21'48""","-62º12'20""",INDEC. ACA
2551,"06",Buenos Aires,"06819",Tornquist,06819A09,La Esther,Paraje,,,"060819",Tornquist,"-38.090801","-62.555002","-38º 5'27""","-62º33'18""",Mapa Educativo (GPS)
2552,"06",Buenos Aires,"06819",Tornquist,06819A10,La Querencia,Paraje,,,"060819",Tornquist,"-38.179242","-62.272980","-38º10'45""","-62º16'23""",Mapa Educativo (GPS)
2553,"06",Buenos Aires,"06819",Tornquist,06819A11,Laguna Las Encadenadas,Paraje,,,"060819",Tornquist,"-38.038786","-62.520272","-38º 2'20""","-62º31'13""",INDEC. ACA
2554,"06",Buenos Aires,"06819",Tornquist,06819A12,Nueva Roma,Paraje,,,"060819",Tornquist,"-38.541718","-62.631004","-38º32'30""","-62º37'52""",Mapa Educativo (GPS)
2555,"06",Buenos Aires,"06819",Tornquist,06819A13,Paso Funke,Paraje,,,"060819",Tornquist,"-38.146565","-62.091215","-38º 8'48""","-62º 5'28""",Mapa Educativo (GPS)
2556,"06",Buenos Aires,"06819",Tornquist,06819A14,Pelicurá,Paraje,,,"060819",Tornquist,"-38.194572","-62.689695","-38º11'40""","-62º41'23""",Mapa Educativo (GPS)
2557,"06",Buenos Aires,"06819",Tornquist,06819A15,Sauce Chico,Paraje,,,"060819",Tornquist,"-38.474227","-62.647789","-38º28'27""","-62º38'52""",Mapa Educativo (GPS)
2558,"06",Buenos Aires,"06819",Tornquist,06819A16,Sombra del Toro,Paraje,,,"060819",Tornquist,"-38.266036","-62.007746","-38º15'58""","-62º 0'28""",Mapa Educativo (GPS)
2559,"06",Buenos Aires,"06826",Trenque Lauquen,"06826010",Berutti,Localidad simple,"1249",Berutti,"060826",Trenque Lauquen,"-35.852632","-62.512378","-35º51' 9""","-62º30'45""",INDEC
2560,"06",Buenos Aires,"06826",Trenque Lauquen,"06826020",Girodias,Localidad simple,"2103",Girodias,"060826",Trenque Lauquen,"-36.365748","-62.358080","-36º21'57""","-62º21'29""",INDEC
2561,"06",Buenos Aires,"06826",Trenque Lauquen,"06826030",La Carreta,Localidad simple,"5097",La Carreta,"060826",Trenque Lauquen,"-36.203731","-62.235464","-36º12'13""","-62º14' 8""",INDEC
2562,"06",Buenos Aires,"06826",Trenque Lauquen,"06826040",30 de Agosto,Localidad simple,"0571",30 de Agosto,"060826",Trenque Lauquen,"-36.278648","-62.545224","-36º16'43""","-62º32'43""",INDEC
2563,"06",Buenos Aires,"06826",Trenque Lauquen,"06826050",Trenque Lauquen,Localidad simple,"0102",Trenque Lauquen,"060826",Trenque Lauquen,"-35.973336","-62.732745","-35º58'24""","-62º43'58""",INDEC
2564,"06",Buenos Aires,"06826",Trenque Lauquen,"06826060",Trongé,Localidad simple,"5098",Trongé,"060826",Trenque Lauquen,"-36.463173","-62.484727","-36º27'47""","-62º29' 5""",INDEC
2565,"06",Buenos Aires,"06826",Trenque Lauquen,06826A00,Colonia El Mate,Paraje,,,"060826",Trenque Lauquen,"-36.038954","-62.819832","-36º 2'20""","-62º49'11""",Mapa Educativo (GPS)
2566,"06",Buenos Aires,"06826",Trenque Lauquen,06826A01,Colonia Las Guasquitas,Paraje,,,"060826",Trenque Lauquen,"-36.146775","-62.531434","-36º 8'48""","-62º31'53""",Mapa Educativo (GPS)
2567,"06",Buenos Aires,"06826",Trenque Lauquen,06826A02,Colonia Manuel 1°,Paraje,,,"060826",Trenque Lauquen,"-36.432522","-62.681724","-36º25'57""","-62º40'54""",Mapa Educativo (GPS)
2568,"06",Buenos Aires,"06826",Trenque Lauquen,06826A03,Colonia Martín Fierro,Paraje,,,"060826",Trenque Lauquen,"-35.757651","-62.810983","-35º45'28""","-62º48'40""",Mapa Educativo (GPS)
2569,"06",Buenos Aires,"06826",Trenque Lauquen,06826A04,Colonia Santa Ana,Paraje,,,"060826",Trenque Lauquen,"-36.344612","-62.480167","-36º20'41""","-62º28'49""",Mapa Educativo (GPS)
2570,"06",Buenos Aires,"06826",Trenque Lauquen,06826A05,Corazzi,Paraje,,,"060826",Trenque Lauquen,"-36.210281","-62.401588","-36º12'37""","-62º24' 6""",INDEC. ACA
2571,"06",Buenos Aires,"06826",Trenque Lauquen,06826A06,Duhau,Paraje,,,"060826",Trenque Lauquen,"-36.111497","-62.277799","-36º 6'41""","-62º16'40""",IGN. SIG 250
2572,"06",Buenos Aires,"06826",Trenque Lauquen,06826A07,El Correntino,Paraje,,,"060826",Trenque Lauquen,"-36.172297","-62.335488","-36º10'20""","-62º20' 8""",Mapa Educativo (GPS)
2573,"06",Buenos Aires,"06826",Trenque Lauquen,06826A08,Francisco de Vitoria,Paraje,,,"060826",Trenque Lauquen,"-35.628043","-62.706042","-35º37'41""","-62º42'22""",Mapa Educativo (GPS)
2574,"06",Buenos Aires,"06826",Trenque Lauquen,06826A09,Francisco Magnano,Paraje,,,"060826",Trenque Lauquen,"-35.655035","-62.501540","-35º39'18""","-62º30' 6""",Mapa Educativo (GPS)
2575,"06",Buenos Aires,"06826",Trenque Lauquen,06826A10,La Atalaya,Paraje,,,"060826",Trenque Lauquen,"-35.996692","-62.603996","-35º59'48""","-62º36'14""",Mapa Educativo (GPS)
2576,"06",Buenos Aires,"06826",Trenque Lauquen,06826A11,La Candelaria,Paraje,,,"060826",Trenque Lauquen,"-36.122112","-62.221333","-36º 7'20""","-62º13'17""",Mapa Educativo (GPS)
2577,"06",Buenos Aires,"06826",Trenque Lauquen,06826A12,La Elvira,Paraje,,,"060826",Trenque Lauquen,"-36.255313","-62.670417","-36º15'19""","-62º40'14""",Mapa Educativo (GPS)
2578,"06",Buenos Aires,"06826",Trenque Lauquen,06826A13,La María,Paraje,,,"060826",Trenque Lauquen,"-36.152867","-62.688580","-36º 9'10""","-62º41'19""",Mapa Educativo (GPS)
2579,"06",Buenos Aires,"06826",Trenque Lauquen,06826A14,La Porteña,Paraje,,,"060826",Trenque Lauquen,"-36.364853","-62.719227","-36º21'53""","-62º43' 9""",INDEC. ACA
2580,"06",Buenos Aires,"06826",Trenque Lauquen,06826A15,La Zanja,Paraje,,,"060826",Trenque Lauquen,"-36.051056","-62.876961","-36º 3' 4""","-62º52'37""",Mapa Educativo (GPS)
